pH,Latitude,Longitude,Location,Depth_m,Altitude_m,Salinity_PSU,Temperature_C,Oxygen_mg_L,Turbidity_NTU,Nitrate_mg_L,Chlorophyll_ug_L
7.62,-40.6396,-71.2332,Norwegian Sea,755.0,1594.4,38.14,8.85,5.25,3.57,42.94,1.38
7.6,-34.4129,-164.962,South Pacific Ocean,5180.8,412.6,35.39,28.11,9.91,27.98,46.1,7.22
8.46,68.8473,-4.1306,Caribbean Sea,6227.1,513.0,30.47,23.26,6.18,69.26,38.94,5.15
8.2,42.5452,-141.3396,Coral Sea,10047.9,98.3,36.62,33.51,8.36,32.08,20.97,6.48
7.61,-19.837,117.9509,North Pacific Ocean,1185.6,1360.2,39.93,26.64,8.54,79.68,29.79,3.17
7.84,26.5084,-168.1004,Red Sea,2609.7,757.0,39.01,21.88,4.26,2.54,35.13,9.97
8.18,-55.542,-161.6146,North Atlantic Ocean,10296.2,360.7,38.08,0.29,4.89,83.23,38.86,6.36
8.41,30.1431,104.4861,North Pacific Ocean,5302.9,-322.0,31.76,28.71,7.49,98.31,14.97,6.76
7.57,-78.7268,-134.2645,Indian Ocean,7280.4,1403.6,39.12,13.54,5.63,56.24,14.59,4.74
7.58,28.1924,22.8141,South Pacific Ocean,6097.2,-230.4,35.7,26.89,2.03,27.98,23.1,9.83
7.61,69.5997,44.9125,Norwegian Sea,9894.1,2035.4,36.93,2.5,4.3,6.03,37.0,1.12
8.04,14.4907,178.2305,Bay of Bengal,1003.4,1581.8,34.51,15.2,4.62,11.78,47.87,8.38
7.96,-28.7273,-88.429,Coral Sea,565.0,785.0,33.02,29.43,4.41,92.01,37.9,8.97
7.66,10.5033,-73.4927,South Pacific Ocean,5038.9,1801.1,35.85,9.87,3.54,65.54,31.08,6.26
8.04,-30.3818,-156.2777,Bay of Bengal,9894.2,1595.2,33.94,1.21,5.95,12.47,15.77,8.09
7.84,-37.5194,-161.885,Arabian Sea,6613.9,1282.1,39.11,34.1,3.76,33.58,12.58,5.88
7.67,-89.1149,-32.6074,North Atlantic Ocean,7705.1,2770.5,32.09,14.9,6.47,62.59,17.47,1.41
7.53,-44.687,57.1383,Gulf of Mexico,9777.7,2871.2,39.43,31.15,6.09,31.67,39.63,7.0
7.6,70.9074,58.3561,Coral Sea,1599.0,2282.1,34.98,18.28,1.01,88.45,7.95,2.49
7.89,-57.7537,99.6232,Gulf of Mexico,6874.6,2504.0,30.92,5.22,6.7,4.81,46.03,7.93
8.01,23.9983,14.3193,North Atlantic Ocean,1978.9,934.2,36.78,14.08,6.61,86.36,5.02,4.49
7.72,20.4543,105.5935,Red Sea,8647.8,2864.4,30.82,29.58,4.12,8.79,6.22,7.97
8.28,-49.3747,-115.0603,Arabian Sea,8443.5,1026.5,38.11,11.23,4.53,75.07,17.25,1.91
8.07,48.9105,48.293,South Pacific Ocean,870.3,2426.4,33.7,22.37,8.16,13.44,36.66,8.47
8.27,-10.9274,100.1845,Baltic Sea,10381.1,2784.8,36.74,24.35,7.86,50.08,41.26,5.82
7.9,53.4977,25.552,Bering Sea,4358.4,2098.7,35.99,14.44,9.71,42.68,12.75,5.95
8.39,-87.7805,80.5701,Norwegian Sea,1327.0,-21.0,33.15,22.18,4.71,59.54,30.94,5.59
8.3,-63.1872,-129.0177,Coral Sea,2608.1,2529.3,33.2,21.32,2.76,99.75,15.46,2.55
8.05,-22.4001,-20.5128,South Pacific Ocean,9966.4,-91.5,39.77,23.76,4.9,76.13,45.39,8.1
8.18,-4.4957,126.4789,Southern Ocean,5379.1,2689.5,35.97,11.39,8.54,14.96,1.04,1.5
7.65,8.3402,-65.558,South Pacific Ocean,7425.5,2882.3,38.81,16.41,7.93,50.27,40.85,0.48
8.27,51.9713,143.6244,Indian Ocean,4952.5,2042.0,32.73,13.42,2.89,27.87,28.68,5.95
8.11,72.5417,175.6839,Bering Sea,1094.4,2477.8,37.27,-1.39,4.1,55.4,29.95,1.27
7.7,-32.8975,-129.8078,North Pacific Ocean,7144.8,-245.0,33.17,15.43,9.9,12.46,19.86,9.36
7.77,69.6453,-126.8467,Arabian Sea,10986.3,444.1,31.16,4.09,3.91,74.59,23.27,6.64
8.42,-42.0588,-45.0526,Southern Ocean,5693.3,1823.6,36.26,33.83,2.06,82.4,43.51,4.28
7.69,-77.1178,22.6708,North Atlantic Ocean,2436.5,2517.7,33.72,11.34,5.23,15.13,19.71,8.02
7.94,14.3727,94.6513,South Pacific Ocean,3004.3,2648.6,31.19,13.18,1.68,92.8,29.12,1.14
8.34,29.9043,-155.7304,Caribbean Sea,2717.9,1172.3,34.96,2.5,1.44,89.09,47.77,1.32
7.81,-36.8296,101.3744,Gulf of Mexico,10389.6,577.1,34.12,28.28,5.65,81.44,1.32,4.07
7.66,-59.4762,-121.1369,South Pacific Ocean,10476.6,782.7,32.7,32.2,3.38,72.72,8.53,4.3
7.99,-72.552,-149.382,Arabian Sea,3142.1,947.4,31.22,15.93,9.39,69.47,19.68,1.3
7.69,-10.6311,37.0033,Arabian Sea,76.9,1552.0,36.1,1.7,5.7,24.25,8.79,3.09
8.48,-16.3912,-152.2221,Norwegian Sea,3479.7,2006.1,31.28,-0.61,6.59,83.5,0.82,8.4
8.15,-38.6992,-153.6849,Southern Ocean,6251.4,-357.7,38.09,5.62,5.63,55.81,14.55,5.64
8.01,-50.2393,42.3492,Gulf of Mexico,9008.0,1886.3,30.17,13.21,1.03,33.02,32.68,6.4
7.94,-82.9706,71.5504,Red Sea,4595.5,2019.6,38.46,5.35,9.8,15.24,33.41,1.87
8.12,34.0178,150.9302,Coral Sea,5323.7,1877.6,32.5,1.47,6.57,73.22,31.6,7.36
7.86,-19.6622,164.6901,Arabian Sea,1392.2,2406.4,36.14,24.07,9.26,17.94,2.59,4.09
7.72,-51.1396,-8.2911,Caribbean Sea,6300.5,2974.9,36.04,19.16,8.07,94.34,46.42,2.49
7.76,2.8779,51.7911,Southern Ocean,6766.6,755.5,33.19,-1.7,9.08,94.64,41.43,2.1
7.61,68.5334,100.1148,Southern Ocean,1519.9,57.4,36.02,17.02,8.55,75.97,17.82,5.01
8.4,-48.1577,152.3284,Norwegian Sea,3488.5,2435.6,34.7,31.91,2.13,75.25,49.92,5.85
8.45,20.3908,-172.0398,Caribbean Sea,3135.5,-346.4,36.79,29.1,5.08,46.35,26.64,2.72
7.74,75.2196,-101.4826,Southern Ocean,9724.3,131.5,33.3,4.07,2.07,99.14,23.35,8.61
8.48,-21.4164,8.7732,Caribbean Sea,6293.1,2875.9,34.02,4.09,9.9,32.64,49.34,5.51
8.05,80.7469,-96.605,Red Sea,7784.3,2644.3,37.46,23.71,6.62,69.69,15.63,5.53
7.74,-87.7277,6.0592,Bering Sea,4523.3,818.4,30.6,18.28,6.71,66.24,45.67,2.88
8.01,-68.618,64.4822,Arabian Sea,4308.1,2458.6,39.55,0.99,9.89,26.41,10.88,4.13
7.58,5.9458,97.06,Caribbean Sea,3429.4,92.4,33.7,13.18,7.16,58.37,41.41,1.86
7.64,-0.2482,120.9308,Coral Sea,2749.8,2657.8,39.33,30.0,5.99,42.34,41.7,2.78
7.72,86.8515,178.0397,Caribbean Sea,10605.0,985.1,33.15,26.3,7.33,66.81,19.4,9.69
8.41,-64.2635,136.6661,Bering Sea,4782.3,420.7,38.01,24.33,9.62,50.66,27.98,5.42
8.45,88.3323,-54.9375,Baltic Sea,3778.9,2440.5,31.43,9.13,2.51,26.98,33.38,9.01
7.91,63.353,-75.4301,Coral Sea,3950.5,362.7,37.52,23.25,7.07,16.38,26.66,5.43
7.74,-49.9009,-71.2995,Gulf of Mexico,3992.6,492.6,35.51,23.63,1.1,24.15,0.51,0.66
7.82,-23.847,-146.8549,Baltic Sea,1960.1,1394.1,36.14,24.22,8.0,58.95,44.28,2.9
7.83,-68.4474,58.6909,Norwegian Sea,2248.0,1340.7,38.32,-0.19,8.67,18.04,33.46,7.37
8.05,73.574,-176.1921,Caribbean Sea,7324.1,733.4,34.61,25.57,4.7,25.19,15.01,9.66
7.67,-20.5884,-74.7027,Bay of Bengal,157.0,1587.8,37.08,8.69,4.68,8.86,44.3,8.84
8.08,-83.0216,96.1427,Gulf of Mexico,8034.6,254.4,30.92,31.81,2.5,89.47,29.49,6.87
7.87,13.9537,-11.0935,Norwegian Sea,1898.0,405.2,39.71,32.8,1.43,2.41,37.88,0.55
8.12,-43.5896,-31.3444,Red Sea,8660.0,720.5,35.11,8.19,1.48,17.03,25.86,9.29
8.07,-20.8155,103.0051,Caribbean Sea,3777.9,1174.8,38.31,3.76,8.39,75.04,35.01,4.33
7.96,-5.4875,-35.1464,South Atlantic Ocean,1497.2,1795.9,30.42,23.63,4.56,19.75,8.62,7.96
7.62,-76.2836,-9.4948,Indian Ocean,8367.8,885.1,31.41,-1.03,8.19,64.05,37.1,4.03
7.66,-1.939,-2.3401,North Pacific Ocean,5024.9,1396.8,36.53,28.59,4.09,15.67,19.05,6.89
7.85,-38.0569,2.1903,Caribbean Sea,1921.1,2839.0,33.13,24.84,1.97,55.95,3.35,0.89
8.24,38.1996,-143.4422,Indian Ocean,6709.8,149.9,37.62,10.06,9.21,79.44,14.31,5.93
7.83,-43.93,10.1241,South Atlantic Ocean,6638.5,76.2,37.88,14.97,3.24,3.84,42.11,3.31
7.78,79.9515,-40.6773,Gulf of Mexico,6878.8,1558.9,36.86,33.88,1.69,91.18,23.1,1.05
8.29,43.6357,143.8843,Southern Ocean,3055.9,2852.9,36.05,32.66,2.8,10.01,41.99,2.23
8.37,-68.4693,-175.4891,Norwegian Sea,39.6,2117.5,36.19,16.65,8.91,47.77,44.62,4.82
8.22,-64.8214,5.9101,Bay of Bengal,8293.7,399.6,39.12,28.94,9.6,96.39,40.79,4.91
7.95,-25.3253,170.8237,South Atlantic Ocean,149.4,2252.1,39.04,1.51,8.2,10.69,3.45,6.24
7.71,-85.0892,-174.5123,South Pacific Ocean,3366.8,633.8,36.51,4.52,4.1,57.07,33.88,1.56
8.49,-81.1835,68.7212,Arabian Sea,3441.8,651.6,33.72,16.82,5.98,28.2,27.75,5.67
7.84,39.3685,-169.2398,Norwegian Sea,2546.7,455.5,31.62,22.01,5.3,81.42,44.18,6.41
7.93,-31.086,130.4947,Caribbean Sea,4026.5,1561.6,36.51,19.2,2.57,61.77,5.2,9.89
8.02,-53.3492,-109.2865,Indian Ocean,8440.8,-498.9,33.98,3.95,8.07,67.57,21.71,5.35
8.06,-23.7324,117.0596,South Pacific Ocean,8529.3,-427.7,34.39,33.71,8.33,91.91,5.41,6.48
7.52,86.8785,149.9898,North Atlantic Ocean,1397.3,2086.9,34.47,28.9,2.74,41.58,14.25,7.66
8.4,72.4372,-130.9886,North Atlantic Ocean,8814.6,-293.1,33.98,19.14,7.54,94.69,45.54,0.47
8.38,-44.1667,-144.6162,Baltic Sea,1397.7,2122.8,38.32,3.27,5.48,45.25,47.02,9.71
7.62,-76.244,121.1807,Arabian Sea,8766.0,528.4,31.03,32.6,2.43,24.76,16.64,7.17
8.35,-30.9232,-116.9572,South Atlantic Ocean,3547.2,2287.4,34.96,19.08,7.7,12.58,42.85,3.99
7.66,-88.3921,-160.7975,Gulf of Mexico,649.0,1693.1,33.28,8.17,3.32,52.54,27.71,6.05
7.74,-50.0854,-100.5151,South Atlantic Ocean,10328.6,2202.7,37.74,15.02,8.11,96.62,37.24,3.32
8.02,22.4106,-106.0905,Gulf of Mexico,7413.1,1110.2,32.33,7.25,9.85,27.59,1.7,9.6
8.48,-73.8424,62.8649,Southern Ocean,4835.9,2475.9,34.49,4.22,3.71,47.14,31.16,3.78
7.98,-59.0272,-10.0804,South Pacific Ocean,1420.7,557.4,37.79,21.51,4.0,90.01,29.71,3.69
7.89,-12.3376,95.6319,Caribbean Sea,628.1,491.1,34.09,4.37,6.09,41.95,2.42,0.33
8.02,38.7092,-95.0907,North Atlantic Ocean,8039.2,-435.4,33.1,7.07,9.03,36.71,19.74,8.23
7.73,4.9338,-3.2877,Arabian Sea,10354.5,224.9,36.99,10.76,9.09,58.71,43.99,5.57
8.43,41.9746,-142.0175,Indian Ocean,9724.9,661.9,34.7,30.89,4.93,72.25,44.11,4.9
8.44,-73.3432,-10.0339,Gulf of Mexico,5328.7,2359.3,35.75,31.1,4.46,74.77,1.6,6.21
8.18,-60.9634,-0.2154,Bering Sea,3258.3,-42.5,33.42,8.44,2.95,22.88,15.22,9.9
7.65,70.2839,148.1417,Coral Sea,1566.7,1370.9,36.34,6.81,8.08,5.07,37.89,9.28
7.99,82.7415,161.5366,Norwegian Sea,3563.4,461.9,36.65,24.14,7.73,89.62,41.2,5.73
7.88,57.7208,135.1074,Gulf of Mexico,8945.3,1570.5,34.41,18.9,2.28,77.97,45.91,8.49
8.5,39.6274,152.077,Southern Ocean,7964.7,2998.4,31.79,20.27,5.75,55.29,43.79,9.18
7.55,-80.7042,-163.243,North Atlantic Ocean,10322.7,2332.7,32.8,33.77,3.23,94.91,9.23,0.06
7.76,89.7455,117.6464,South Atlantic Ocean,2107.7,248.6,33.34,30.29,7.39,91.4,21.55,6.16
7.99,-52.0508,-156.0279,Indian Ocean,1821.7,2740.3,34.77,15.23,4.76,47.23,32.1,1.3
8.33,-15.9006,25.8653,Arabian Sea,6492.4,703.7,39.32,25.23,1.82,57.95,28.37,7.7
8.23,23.1612,-149.3051,Bay of Bengal,7695.5,1786.6,30.26,19.95,5.16,70.44,42.34,2.99
8.46,7.6571,104.7502,Norwegian Sea,3909.8,2799.6,32.01,32.62,5.33,49.82,28.6,2.31
7.71,88.3607,-179.1814,Southern Ocean,6906.9,2496.9,30.12,11.92,4.49,24.98,11.05,6.28
7.6,16.701,-41.8059,Coral Sea,8450.9,1082.3,36.29,22.24,9.01,70.88,41.5,9.87
8.09,-50.0805,10.6271,North Atlantic Ocean,7844.8,-85.7,32.35,18.24,2.52,59.03,19.6,1.32
7.93,11.4258,-82.4718,Southern Ocean,2333.0,1159.3,39.94,23.22,3.64,69.33,46.01,8.07
7.83,-31.4366,1.8859,Bering Sea,6383.4,1715.6,31.97,-0.22,4.58,38.36,40.15,5.66
8.28,29.7897,135.4291,North Pacific Ocean,6029.0,293.4,34.51,18.3,6.77,64.87,3.15,0.39
8.05,-82.9245,39.6056,South Pacific Ocean,6689.4,-68.7,33.08,21.72,4.51,45.6,7.79,2.25
7.82,-40.2451,19.1074,Norwegian Sea,4910.7,2878.7,32.65,30.87,8.34,14.12,36.39,6.26
8.04,8.7019,173.1327,Arabian Sea,6303.6,2339.5,39.56,27.97,9.64,3.9,43.91,4.09
8.43,49.8225,-39.5999,Norwegian Sea,4449.6,1534.2,38.79,21.94,7.55,83.42,26.31,2.82
7.76,60.019,137.5033,Bay of Bengal,9328.1,1510.5,30.08,27.66,1.11,80.68,34.93,2.78
7.95,74.6013,52.8307,Southern Ocean,2844.7,2140.4,33.61,19.73,9.92,9.35,36.16,2.68
7.79,-21.9086,99.0639,North Atlantic Ocean,1034.4,2119.9,36.58,20.43,7.92,19.59,23.55,6.06
8.08,15.7127,-67.6721,Caribbean Sea,2093.9,122.8,34.75,10.62,7.83,64.68,22.6,7.36
8.4,15.4586,39.8327,Bay of Bengal,7588.5,597.6,39.84,16.82,5.46,59.41,41.19,4.47
8.15,71.8976,125.4532,Red Sea,3348.6,1758.3,37.16,2.92,1.14,54.21,43.13,5.77
7.69,62.3194,45.2251,Indian Ocean,2854.1,2140.0,36.09,16.49,5.58,19.86,8.9,8.46
7.63,-13.586,63.3523,Red Sea,2925.2,-320.4,33.95,11.3,2.66,22.14,21.14,9.58
7.54,17.1029,3.9793,Southern Ocean,767.5,1980.2,31.7,7.55,7.07,44.0,49.19,1.03
8.34,74.8279,-134.2549,Coral Sea,10473.8,-449.1,37.1,26.26,1.16,70.04,0.04,0.59
7.97,89.9684,89.7839,Red Sea,3795.6,498.0,30.37,12.65,5.03,63.46,40.42,0.55
7.92,42.9306,70.1539,Caribbean Sea,7090.2,2835.8,39.28,20.1,8.48,37.73,15.46,5.87
7.76,-77.6634,-1.4625,South Atlantic Ocean,7996.8,1018.8,33.84,9.56,9.81,72.11,8.27,0.36
7.93,70.5318,-34.8595,Arabian Sea,4142.1,1220.8,35.52,13.79,9.82,60.98,18.71,3.43
7.85,-3.9812,60.0784,Southern Ocean,9615.3,2088.9,34.05,6.18,9.34,11.35,6.2,8.49
8.24,-26.8855,72.0376,Baltic Sea,7846.4,1543.8,33.65,15.13,5.1,90.22,24.38,1.11
8.21,-37.7771,-42.2168,Bay of Bengal,655.6,560.3,39.83,22.4,6.56,97.56,41.05,9.14
7.95,54.6648,-69.5889,Bay of Bengal,9022.9,1564.8,35.63,13.12,1.43,64.87,8.68,4.58
8.15,71.6927,169.1617,Caribbean Sea,2422.0,1403.6,38.81,14.89,5.43,11.92,4.97,6.15
8.09,33.4347,171.3707,Coral Sea,4363.6,-50.2,31.95,13.38,8.28,21.51,23.6,9.3
8.14,-79.2754,-45.3307,North Pacific Ocean,10890.7,2105.4,35.42,18.73,1.85,16.9,22.73,2.78
8.26,87.6295,165.8912,Bering Sea,2862.6,1627.2,34.86,11.18,4.13,31.67,12.7,9.53
7.59,10.3969,30.4873,North Atlantic Ocean,10256.9,-278.0,33.9,-0.08,5.59,88.27,22.33,8.91
8.33,58.9417,-174.9358,Bering Sea,8544.0,4.8,34.91,26.26,5.95,5.46,35.39,8.07
7.78,39.8069,-140.1054,Coral Sea,7973.9,-42.4,32.42,7.79,5.57,8.25,31.98,0.06
7.88,-29.6486,-100.7285,Baltic Sea,10901.1,-255.5,37.93,20.61,6.43,86.41,1.92,6.79
7.78,75.2167,113.0078,South Atlantic Ocean,9855.1,233.7,36.07,29.37,8.22,98.02,39.41,8.06
8.33,-35.1322,84.0344,Coral Sea,9357.4,1508.4,31.19,24.34,8.84,90.93,44.82,3.93
8.37,86.3553,117.3257,North Pacific Ocean,589.9,-73.7,34.84,9.82,3.38,29.82,40.8,9.94
7.64,87.1174,7.235,North Pacific Ocean,4173.9,268.8,39.43,17.4,6.83,12.99,41.75,1.99
8.02,-82.2271,22.2384,Southern Ocean,3699.3,2723.4,39.4,14.9,7.41,80.1,3.14,8.19
7.88,-66.7332,-163.6606,Coral Sea,754.8,1685.6,39.9,3.22,3.38,55.74,23.18,5.68
7.68,-47.8058,-103.0468,North Pacific Ocean,1273.4,1488.7,32.21,10.07,5.21,55.38,47.31,4.54
8.06,-23.5312,-14.2124,South Pacific Ocean,7531.6,330.8,38.03,12.74,4.77,26.24,0.71,7.76
7.87,27.6196,107.5864,Bering Sea,8899.8,1318.1,35.93,2.2,3.87,56.49,43.97,2.01
8.22,-24.2762,52.4885,Coral Sea,6782.1,242.2,37.71,3.97,6.81,28.65,0.11,1.94
8.34,78.7184,43.6624,Bay of Bengal,8586.2,1338.9,36.48,17.11,2.74,43.09,47.1,4.38
7.51,-4.2997,141.6793,Red Sea,6629.3,2186.7,32.38,31.31,6.05,42.87,2.12,6.8
8.05,10.3206,36.6386,Arabian Sea,7857.6,1669.1,30.93,22.74,5.44,66.86,16.93,6.88
8.08,22.7347,-81.3825,South Pacific Ocean,7962.2,537.0,34.89,21.07,3.46,93.1,34.97,0.83
7.82,-13.4214,-4.6435,South Atlantic Ocean,8912.9,1952.3,33.87,12.25,2.26,63.46,25.79,3.79
8.3,24.2321,77.2058,Caribbean Sea,3430.3,730.7,34.13,15.03,7.44,32.42,10.37,0.2
8.41,-73.8709,119.324,Norwegian Sea,8691.8,346.0,35.8,4.9,6.49,90.75,34.97,6.24
8.26,0.3725,11.1737,Arabian Sea,5503.7,726.0,37.69,34.02,3.38,28.66,36.41,3.87
8.03,-30.5605,111.6013,Indian Ocean,10580.3,1239.5,37.27,26.1,1.44,65.69,33.85,6.23
7.51,-53.6315,176.2605,South Pacific Ocean,1810.5,2071.7,34.77,0.16,8.85,59.07,27.78,1.34
7.92,-83.2058,-157.6812,Coral Sea,10856.4,2948.3,35.32,5.11,7.54,11.8,49.26,6.71
8.19,50.5624,83.0107,Norwegian Sea,1007.1,2946.6,35.82,20.04,7.8,49.47,45.94,4.89
7.66,-68.1528,153.7607,Red Sea,6580.1,1994.6,37.58,33.89,8.93,67.63,29.34,8.39
8.28,-59.2254,0.0751,North Pacific Ocean,7505.6,-264.2,38.81,17.57,3.38,64.48,11.05,7.72
8.11,-59.731,-42.8631,Bering Sea,9902.7,1436.3,35.27,31.33,6.7,66.82,22.52,9.62
7.83,86.477,18.5834,South Atlantic Ocean,8358.1,158.0,38.63,12.0,9.21,86.4,4.71,3.11
8.35,-44.3911,146.8025,Norwegian Sea,1050.9,678.1,39.34,8.32,6.48,41.19,39.12,8.59
8.14,-56.4703,126.7058,Indian Ocean,6786.5,1375.7,31.99,33.24,2.06,83.65,8.62,8.12
7.8,84.4626,36.0648,North Atlantic Ocean,7716.2,643.5,34.66,4.36,8.97,91.72,42.0,0.78
7.7,22.8981,155.4472,South Atlantic Ocean,2237.5,2249.3,33.3,25.25,4.71,51.95,26.09,6.47
7.66,32.8472,80.8025,Gulf of Mexico,7233.2,-365.6,31.41,13.72,3.98,91.98,30.53,1.51
8.49,56.685,-44.607,Southern Ocean,1005.5,878.2,32.64,4.41,3.8,89.94,27.65,6.79
8.37,8.3263,-94.3124,Coral Sea,1554.7,2021.8,34.12,12.54,6.04,83.71,12.25,9.27
8.19,7.7037,47.182,Baltic Sea,3980.2,2936.6,35.2,34.09,7.13,63.89,37.97,1.69
7.97,89.6954,94.2531,Red Sea,2156.3,1434.7,35.14,6.16,3.19,46.96,38.53,1.94
8.35,34.1822,59.569,Gulf of Mexico,38.2,2452.1,33.29,34.38,6.92,24.49,46.32,5.13
8.2,38.0727,41.2273,North Pacific Ocean,6832.0,1219.9,39.53,30.44,6.61,45.37,7.32,1.97
8.06,-74.1308,-147.5667,Red Sea,5090.9,2998.2,30.52,15.42,7.95,91.31,45.68,6.3
8.28,-69.4281,35.2031,Southern Ocean,2453.5,2610.3,37.65,20.14,1.58,29.07,19.65,2.78
7.62,1.3852,-176.198,Caribbean Sea,2334.5,1746.2,39.21,2.96,8.89,85.76,32.35,7.66
8.37,41.1689,-165.5,Arabian Sea,6524.1,1383.8,37.71,29.94,6.96,42.66,28.78,7.29
7.63,45.6949,-89.5548,Coral Sea,1183.3,2753.6,31.26,7.04,8.87,79.22,28.31,5.95
8.4,51.0263,-135.5292,Gulf of Mexico,2732.3,1880.4,38.69,14.98,1.01,37.47,31.77,4.84
7.72,38.3064,-97.7696,Baltic Sea,451.5,2625.1,33.01,31.92,1.32,9.68,36.96,7.91
7.89,-68.8938,169.2019,Bering Sea,8427.5,1093.1,32.4,3.48,5.85,39.02,35.76,0.38
8.26,60.1053,156.2178,Bay of Bengal,10738.4,1054.6,39.42,33.48,5.86,89.28,23.69,5.42
7.61,48.0143,-154.1077,South Atlantic Ocean,2924.0,2909.5,35.0,16.3,6.32,46.35,5.3,9.88
8.47,-22.7781,-149.6492,Gulf of Mexico,5109.8,2438.1,34.44,19.63,6.17,38.1,21.94,6.67
8.25,-16.4371,29.3799,Southern Ocean,4808.7,1387.9,32.51,31.73,3.78,99.69,35.59,0.69
7.76,9.6417,160.3023,Southern Ocean,5958.3,2626.3,35.23,0.66,1.94,53.0,45.6,5.33
8.39,88.7101,94.2465,Arabian Sea,4126.2,-200.7,34.95,21.74,9.31,3.13,23.54,2.4
7.54,43.9572,67.8595,Baltic Sea,1454.6,855.7,33.52,14.56,8.14,11.63,16.66,8.03
7.51,60.8004,-34.8202,North Atlantic Ocean,2730.8,646.8,33.38,2.51,6.47,31.0,32.29,4.08
7.82,-52.9813,73.7234,Gulf of Mexico,8766.5,2587.2,32.71,15.82,5.73,84.89,7.02,8.3
7.6,1.037,36.9904,South Atlantic Ocean,6578.3,1144.5,37.29,2.82,4.6,47.49,22.82,1.22
8.32,11.2777,104.9498,Baltic Sea,758.3,1137.5,38.82,14.53,3.75,4.84,11.6,2.54
7.88,-82.0374,151.0152,South Pacific Ocean,2380.2,-117.3,35.98,-1.87,2.41,20.39,11.8,7.85
8.12,-69.9301,85.8556,Red Sea,4401.1,1619.5,35.38,30.42,6.04,13.23,21.85,2.19
8.32,-51.4022,-94.3373,Bay of Bengal,7107.7,1146.4,37.46,18.09,7.23,77.89,25.89,4.98
7.65,69.0108,-7.8085,Caribbean Sea,8634.9,39.8,35.77,33.36,6.68,24.98,43.3,7.61
8.47,49.5317,80.0639,North Atlantic Ocean,6425.4,2362.3,33.09,13.35,1.0,42.3,23.75,1.37
8.15,-2.4635,113.9393,Arabian Sea,9893.3,1606.0,34.34,32.3,1.46,56.37,41.08,1.6
7.57,51.1577,-100.257,North Atlantic Ocean,8855.2,2787.8,34.07,18.06,7.99,83.52,46.43,4.64
8.04,3.8258,21.2306,Caribbean Sea,5241.3,1271.5,34.17,-1.66,6.02,38.32,40.63,5.58
8.37,75.9443,158.1763,Indian Ocean,8019.8,1700.7,36.03,18.58,7.1,5.88,33.6,1.97
8.4,-38.6567,61.7005,Red Sea,1778.3,726.6,35.32,12.04,7.02,6.52,33.19,7.77
8.25,-68.6058,14.7739,North Pacific Ocean,3826.2,1350.0,30.42,31.94,7.95,13.94,46.42,6.28
8.47,-81.1746,71.5362,Bay of Bengal,234.7,705.9,30.93,30.64,3.11,82.8,37.4,6.55
8.0,-11.1211,22.3718,Caribbean Sea,8161.9,-150.2,30.03,21.81,4.36,42.48,8.91,4.93
7.9,-35.0521,-75.4077,North Atlantic Ocean,10245.4,-220.2,38.95,13.15,8.86,70.01,32.56,8.4
7.72,84.1309,-33.4216,Caribbean Sea,4153.9,691.4,33.92,31.45,4.75,75.37,19.54,1.23
7.96,68.8303,119.3945,Caribbean Sea,3397.1,-176.9,34.69,3.62,5.76,82.09,4.69,4.48
8.36,-12.6118,31.8702,Arabian Sea,2917.8,174.7,30.2,0.45,9.31,43.01,38.84,2.01
7.55,-87.0087,-26.2119,Bay of Bengal,0.2,88.0,34.07,19.1,5.67,16.6,26.24,8.29
7.72,-73.0793,-139.367,Bay of Bengal,3378.6,2091.5,36.76,16.96,5.41,84.04,13.24,8.61
8.47,-51.2255,-138.5942,South Atlantic Ocean,183.8,1101.5,32.56,31.42,2.43,52.5,6.73,1.4
8.29,-19.3959,-125.565,Norwegian Sea,6172.2,-293.6,36.44,6.28,4.95,46.55,6.35,3.51
7.78,54.3029,153.4215,Bering Sea,7528.7,283.2,30.8,0.92,8.75,71.7,49.63,3.5
8.34,63.5059,164.6042,Coral Sea,3941.0,-267.3,35.35,23.25,2.54,82.44,39.48,3.19
7.64,89.8379,83.9957,Southern Ocean,4431.6,259.4,39.75,1.2,3.8,73.36,37.47,5.35
8.17,5.6029,-162.7596,Baltic Sea,3487.2,1822.2,39.53,13.78,9.11,14.87,13.59,5.02
7.7,80.6522,36.8414,North Atlantic Ocean,2931.1,2282.4,38.16,25.73,9.69,71.66,28.48,9.29
8.03,27.5732,44.7446,Caribbean Sea,3563.4,2415.4,34.72,31.36,4.95,5.27,42.08,2.76
8.13,-3.9677,174.4813,Coral Sea,6181.6,55.8,30.18,21.72,1.1,88.41,6.14,9.4
8.23,-65.6973,-93.8235,North Atlantic Ocean,6177.7,1933.0,35.78,-0.28,9.29,92.51,25.05,3.28
8.41,74.9877,80.3183,Bay of Bengal,8092.9,-97.4,30.93,9.3,2.43,52.89,2.54,4.13
8.29,70.8905,177.7087,Arabian Sea,1468.2,2860.4,32.11,0.6,6.57,21.34,1.29,3.8
7.8,68.2983,158.0704,Southern Ocean,10547.4,924.5,35.99,-1.77,5.61,33.77,3.92,6.83
8.34,83.4619,-52.3929,South Atlantic Ocean,5753.3,-376.3,33.89,34.9,1.49,88.73,39.67,3.38
7.56,57.4306,-129.1086,Bering Sea,9312.9,-25.6,31.21,2.87,5.22,96.22,9.04,5.22
